"Sl","Gene"
"8329","ENSG00000157426"
"8330","ENSG00000157429"
"8331","ENSG00000157445"
"8332","ENSG00000157450"
"8333","ENSG00000157456"
"8334","ENSG00000157483"
"8335","ENSG00000157500"
"8336","ENSG00000157502"
"8337","ENSG00000157510"
"8338","ENSG00000157538"
"8339","ENSG00000157540"
"8340","ENSG00000157542"
"8341","ENSG00000157551"
"8342","ENSG00000157554"
"8343","ENSG00000157578"
"8344","ENSG00000157593"
"8345","ENSG00000157600"
"8346","ENSG00000157601"
"8347","ENSG00000157613"
"8348","ENSG00000157617"
"8349","ENSG00000157625"
"8350","ENSG00000157637"
"8351","ENSG00000157653"
"8352","ENSG00000157657"
"8353","ENSG00000157680"
"8354","ENSG00000157693"
"8355","ENSG00000157703"
"8356","ENSG00000157734"
"8357","ENSG00000157741"
"8358","ENSG00000157764"
"8359","ENSG00000157765"
"8360","ENSG00000157766"
"8361","ENSG00000157778"
"8362","ENSG00000157782"
"8363","ENSG00000157796"
"8364","ENSG00000157800"
"8365","ENSG00000157827"
"8366","ENSG00000157828"
"8367","ENSG00000157851"
"8368","ENSG00000157856"
"8369","ENSG00000157869"
"8370","ENSG00000157870"
"8371","ENSG00000157873"
"8372","ENSG00000157881"
"8373","ENSG00000157884"
"8374","ENSG00000157890"
"8375","ENSG00000157895"
"8376","ENSG00000157911"
"8377","ENSG00000157916"
"8378","ENSG00000157927"
"8379","ENSG00000157933"
"8380","ENSG00000157954"
"8381","ENSG00000157978"
"8382","ENSG00000157985"
"8383","ENSG00000157992"
"8384","ENSG00000157999"
"8385","ENSG00000158006"
"8386","ENSG00000158008"
"8387","ENSG00000158014"
"8388","ENSG00000158019"
"8389","ENSG00000158023"
"8390","ENSG00000158042"
"8391","ENSG00000158062"
"8392","ENSG00000158077"
"8393","ENSG00000158079"
"8394","ENSG00000158089"
"8395","ENSG00000158092"
"8396","ENSG00000158104"
"8397","ENSG00000158106"
"8398","ENSG00000158109"
"8399","ENSG00000158113"
"8400","ENSG00000158122"
"8401","ENSG00000158125"
"8402","ENSG00000158156"
"8403","ENSG00000158158"
"8404","ENSG00000158161"
"8405","ENSG00000158163"
"8406","ENSG00000158169"
"8407","ENSG00000158186"
"8408","ENSG00000158195"
"8409","ENSG00000158201"
"8410","ENSG00000158220"
"8411","ENSG00000158234"
"8412","ENSG00000158258"
"8413","ENSG00000158286"
"8414","ENSG00000158290"
"8415","ENSG00000158292"
"8416","ENSG00000158296"
"8417","ENSG00000158301"
"8418","ENSG00000158315"
"8419","ENSG00000158321"
"8420","ENSG00000158352"
"8421","ENSG00000158402"
"8422","ENSG00000158406"
"8423","ENSG00000158411"
"8424","ENSG00000158417"
"8425","ENSG00000158423"
"8426","ENSG00000158428"
"8427","ENSG00000158445"
"8428","ENSG00000158457"
"8429","ENSG00000158458"
"8430","ENSG00000158467"
"8431","ENSG00000158473"
"8432","ENSG00000158477"
"8433","ENSG00000158480"
"8434","ENSG00000158485"
"8435","ENSG00000158516"
"8436","ENSG00000158517"
"8437","ENSG00000158525"
"8438","ENSG00000158526"
"8439","ENSG00000158528"
"8440","ENSG00000158545"
"8441","ENSG00000158552"
"8442","ENSG00000158553"
"8443","ENSG00000158560"
"8444","ENSG00000158571"
"8445","ENSG00000158578"
"8446","ENSG00000158604"
"8447","ENSG00000158615"
"8448","ENSG00000158636"
"8449","ENSG00000158639"
"8450","ENSG00000158669"
"8451","ENSG00000158683"
"8452","ENSG00000158691"
"8453","ENSG00000158710"
"8454","ENSG00000158711"
"8455","ENSG00000158715"
"8456","ENSG00000158716"
"8457","ENSG00000158717"
"8458","ENSG00000158747"
"8459","ENSG00000158764"
"8460","ENSG00000158769"
"8461","ENSG00000158773"
"8462","ENSG00000158792"
"8463","ENSG00000158793"
"8464","ENSG00000158805"
"8465","ENSG00000158806"
"8466","ENSG00000158813"
"8467","ENSG00000158815"
"8468","ENSG00000158816"
"8469","ENSG00000158828"
"8470","ENSG00000158850"
"8471","ENSG00000158856"
"8472","ENSG00000158859"
"8473","ENSG00000158863"
"8474","ENSG00000158864"
"8475","ENSG00000158865"
"8476","ENSG00000158869"
"8477","ENSG00000158874"
"8478","ENSG00000158882"
"8479","ENSG00000158901"
"8480","ENSG00000158941"
"8481","ENSG00000158966"
"8482","ENSG00000158985"
"8483","ENSG00000158987"
"8484","ENSG00000159023"
"8485","ENSG00000159055"
"8486","ENSG00000159063"
"8487","ENSG00000159069"
"8488","ENSG00000159079"
"8489","ENSG00000159082"
"8490","ENSG00000159086"
"8491","ENSG00000159110"
"8492","ENSG00000159111"
"8493","ENSG00000159128"
"8494","ENSG00000159131"
"8495","ENSG00000159140"
"8496","ENSG00000159147"
"8497","ENSG00000159164"
"8498","ENSG00000159166"
"8499","ENSG00000159167"
"8500","ENSG00000159173"
"8501","ENSG00000159176"
"8502","ENSG00000159182"
"8503","ENSG00000159184"
"8504","ENSG00000159189"
"8505","ENSG00000159197"
"8506","ENSG00000159200"
"8507","ENSG00000159202"
"8508","ENSG00000159208"
"8509","ENSG00000159216"
"8510","ENSG00000159217"
"8511","ENSG00000159224"
"8512","ENSG00000159228"
"8513","ENSG00000159231"
"8514","ENSG00000159239"
"8515","ENSG00000159248"
"8516","ENSG00000159251"
"8517","ENSG00000159256"
"8518","ENSG00000159259"
"8519","ENSG00000159263"
"8520","ENSG00000159267"
"8521","ENSG00000159289"
"8522","ENSG00000159307"
"8523","ENSG00000159314"
"8524","ENSG00000159322"
"8525","ENSG00000159335"
"8526","ENSG00000159337"
"8527","ENSG00000159339"
"8528","ENSG00000159348"
"8529","ENSG00000159352"
"8530","ENSG00000159363"
"8531","ENSG00000159374"
"8532","ENSG00000159377"
"8533","ENSG00000159387"
"8534","ENSG00000159388"
"8535","ENSG00000159398"
"8536","ENSG00000159399"
"8537","ENSG00000159403"
"8538","ENSG00000159409"
"8539","ENSG00000159423"
"8540","ENSG00000159433"
"8541","ENSG00000159445"
"8542","ENSG00000159450"
"8543","ENSG00000159459"
"8544","ENSG00000159461"
"8545","ENSG00000159479"
"8546","ENSG00000159496"
"8547","ENSG00000159527"
"8548","ENSG00000159579"
"8549","ENSG00000159588"
"8550","ENSG00000159592"
"8551","ENSG00000159593"
"8552","ENSG00000159596"
"8553","ENSG00000159618"
"8554","ENSG00000159625"
"8555","ENSG00000159640"
"8556","ENSG00000159648"
"8557","ENSG00000159650"
"8558","ENSG00000159658"
"8559","ENSG00000159674"
"8560","ENSG00000159685"
"8561","ENSG00000159692"
"8562","ENSG00000159713"
"8563","ENSG00000159714"
"8564","ENSG00000159720"
"8565","ENSG00000159723"
"8566","ENSG00000159733"
"8567","ENSG00000159753"
"8568","ENSG00000159761"
"8569","ENSG00000159763"
"8570","ENSG00000159784"
"8571","ENSG00000159792"
"8572","ENSG00000159840"
"8573","ENSG00000159842"
"8574","ENSG00000159871"
"8575","ENSG00000159873"
"8576","ENSG00000159884"
"8577","ENSG00000159885"
"8578","ENSG00000159899"
"8579","ENSG00000159915"
"8580","ENSG00000159917"
"8581","ENSG00000159921"
"8582","ENSG00000159958"
"8583","ENSG00000160007"
"8584","ENSG00000160049"
"8585","ENSG00000160050"
"8586","ENSG00000160051"
"8587","ENSG00000160055"
"8588","ENSG00000160058"
"8589","ENSG00000160062"
"8590","ENSG00000160087"
"8591","ENSG00000160097"
"8592","ENSG00000160111"
"8593","ENSG00000160117"
"8594","ENSG00000160124"
"8595","ENSG00000160131"
"8596","ENSG00000160145"
"8597","ENSG00000160161"
"8598","ENSG00000160179"
"8599","ENSG00000160180"
"8600","ENSG00000160181"
"8601","ENSG00000160182"
"8602","ENSG00000160183"
"8603","ENSG00000160185"
"8604","ENSG00000160188"
"8605","ENSG00000160190"
"8606","ENSG00000160191"
"8607","ENSG00000160193"
"8608","ENSG00000160194"
"8609","ENSG00000160199"
"8610","ENSG00000160200"
"8611","ENSG00000160201"
"8612","ENSG00000160207"
"8613","ENSG00000160208"
"8614","ENSG00000160209"
"8615","ENSG00000160211"
"8616","ENSG00000160213"
"8617","ENSG00000160214"
"8618","ENSG00000160219"
"8619","ENSG00000160221"
"8620","ENSG00000160223"
"8621","ENSG00000160224"
"8622","ENSG00000160226"
"8623","ENSG00000160233"
"8624","ENSG00000160255"
"8625","ENSG00000160256"
"8626","ENSG00000160271"
"8627","ENSG00000160282"
"8628","ENSG00000160284"
"8629","ENSG00000160285"
"8630","ENSG00000160293"
"8631","ENSG00000160294"
"8632","ENSG00000160298"
"8633","ENSG00000160299"
"8634","ENSG00000160305"
"8635","ENSG00000160307"
"8636","ENSG00000160310"
"8637","ENSG00000160318"
"8638","ENSG00000160323"
"8639","ENSG00000160325"
"8640","ENSG00000160326"
"8641","ENSG00000160345"
"8642","ENSG00000160360"
"8643","ENSG00000160392"
"8644","ENSG00000160396"
"8645","ENSG00000160401"
"8646","ENSG00000160408"
"8647","ENSG00000160410"
"8648","ENSG00000160439"
"8649","ENSG00000160445"
"8650","ENSG00000160460"
"8651","ENSG00000160469"
"8652","ENSG00000160471"
"8653","ENSG00000160472"
"8654","ENSG00000160505"
"8655","ENSG00000160551"
"8656","ENSG00000160563"
"8657","ENSG00000160570"
"8658","ENSG00000160584"
"8659","ENSG00000160588"
"8660","ENSG00000160593"
"8661","ENSG00000160602"
"8662","ENSG00000160606"
"8663","ENSG00000160613"
"8664","ENSG00000160633"
"8665","ENSG00000160654"
"8666","ENSG00000160678"
"8667","ENSG00000160679"
"8668","ENSG00000160683"
"8669","ENSG00000160685"
"8670","ENSG00000160688"
"8671","ENSG00000160691"
"8672","ENSG00000160703"
"8673","ENSG00000160710"
"8674","ENSG00000160741"
"8675","ENSG00000160746"
"8676","ENSG00000160752"
"8677","ENSG00000160753"
"8678","ENSG00000160767"
"8679","ENSG00000160781"
"8680","ENSG00000160783"
"8681","ENSG00000160789"
"8682","ENSG00000160796"
"8683","ENSG00000160799"
"8684","ENSG00000160801"
"8685","ENSG00000160803"
"8686","ENSG00000160808"
"8687","ENSG00000160813"
"8688","ENSG00000160818"
"8689","ENSG00000160838"
"8690","ENSG00000160844"
"8691","ENSG00000160856"
"8692","ENSG00000160862"
"8693","ENSG00000160867"
"8694","ENSG00000160868"
"8695","ENSG00000160877"
"8696","ENSG00000160882"
"8697","ENSG00000160886"
"8698","ENSG00000160908"
"8699","ENSG00000160917"
"8700","ENSG00000160932"
"8701","ENSG00000160948"
"8702","ENSG00000160949"
"8703","ENSG00000160953"
"8704","ENSG00000160959"
"8705","ENSG00000160961"
"8706","ENSG00000160972"
"8707","ENSG00000160993"
"8708","ENSG00000160999"
"8709","ENSG00000161010"
"8710","ENSG00000161011"
"8711","ENSG00000161013"
"8712","ENSG00000161016"
"8713","ENSG00000161021"
"8714","ENSG00000161031"
"8715","ENSG00000161036"
"8716","ENSG00000161048"
"8717","ENSG00000161057"
"8718","ENSG00000161082"
"8719","ENSG00000161091"
"8720","ENSG00000161180"
"8721","ENSG00000161202"
"8722","ENSG00000161203"
"8723","ENSG00000161204"
"8724","ENSG00000161217"
"8725","ENSG00000161249"
"8726","ENSG00000161265"
"8727","ENSG00000161267"
"8728","ENSG00000161270"
"8729","ENSG00000161298"
"8730","ENSG00000161326"
"8731","ENSG00000161328"
"8732","ENSG00000161381"
"8733","ENSG00000161395"
"8734","ENSG00000161405"
"8735","ENSG00000161509"
"8736","ENSG00000161513"
"8737","ENSG00000161526"
"8738","ENSG00000161533"
"8739","ENSG00000161544"
"8740","ENSG00000161547"
"8741","ENSG00000161551"
"8742","ENSG00000161558"
"8743","ENSG00000161572"
"8744","ENSG00000161594"
"8745","ENSG00000161609"
"8746","ENSG00000161610"
"8747","ENSG00000161638"
"8748","ENSG00000161642"
"8749","ENSG00000161647"
"8750","ENSG00000161649"
"8751","ENSG00000161652"
"8752","ENSG00000161654"
"8753","ENSG00000161671"
"8754","ENSG00000161681"
"8755","ENSG00000161682"
"8756","ENSG00000161692"
"8757","ENSG00000161714"
"8758","ENSG00000161791"
"8759","ENSG00000161800"
"8760","ENSG00000161813"
"8761","ENSG00000161835"
"8762","ENSG00000161847"
"8763","ENSG00000161860"
"8764","ENSG00000161888"
"8765","ENSG00000161904"
"8766","ENSG00000161905"
"8767","ENSG00000161911"
"8768","ENSG00000161914"
"8769","ENSG00000161929"
"8770","ENSG00000161939"
"8771","ENSG00000161944"
"8772","ENSG00000161955"
"8773","ENSG00000161960"
"8774","ENSG00000161970"
"8775","ENSG00000161973"
"8776","ENSG00000161980"
"8777","ENSG00000162004"
"8778","ENSG00000162032"
"8779","ENSG00000162039"
"8780","ENSG00000162062"
"8781","ENSG00000162065"
"8782","ENSG00000162066"
"8783","ENSG00000162068"
"8784","ENSG00000162069"
"8785","ENSG00000162076"
"8786","ENSG00000162078"
"8787","ENSG00000162086"
"8788","ENSG00000162104"
"8789","ENSG00000162105"
"8790","ENSG00000162129"
"8791","ENSG00000162139"
"8792","ENSG00000162144"
"8793","ENSG00000162148"
"8794","ENSG00000162174"
"8795","ENSG00000162191"
"8796","ENSG00000162194"
"8797","ENSG00000162231"
"8798","ENSG00000162236"
"8799","ENSG00000162241"
"8800","ENSG00000162267"
"8801","ENSG00000162298"
"8802","ENSG00000162300"
"8803","ENSG00000162302"
"8804","ENSG00000162337"
"8805","ENSG00000162341"
"8806","ENSG00000162344"
"8807","ENSG00000162366"
"8808","ENSG00000162367"
"8809","ENSG00000162374"
"8810","ENSG00000162377"
"8811","ENSG00000162378"
"8812","ENSG00000162383"
"8813","ENSG00000162384"
"8814","ENSG00000162385"
"8815","ENSG00000162390"
"8816","ENSG00000162391"
"8817","ENSG00000162396"
"8818","ENSG00000162398"
"8819","ENSG00000162399"
"8820","ENSG00000162402"
"8821","ENSG00000162407"
"8822","ENSG00000162409"
"8823","ENSG00000162413"
"8824","ENSG00000162415"
"8825","ENSG00000162419"
"8826","ENSG00000162433"
"8827","ENSG00000162434"
"8828","ENSG00000162437"
"8829","ENSG00000162438"
"8830","ENSG00000162441"
"8831","ENSG00000162444"
"8832","ENSG00000162456"
"8833","ENSG00000162458"
"8834","ENSG00000162490"
"8835","ENSG00000162493"
"8836","ENSG00000162494"
"8837","ENSG00000162496"
"8838","ENSG00000162510"
"8839","ENSG00000162511"
"8840","ENSG00000162512"
"8841","ENSG00000162520"
"8842","ENSG00000162521"
"8843","ENSG00000162522"
"8844","ENSG00000162526"
"8845","ENSG00000162542"
"8846","ENSG00000162543"
"8847","ENSG00000162551"
"8848","ENSG00000162552"
"8849","ENSG00000162571"
"8850","ENSG00000162572"
"8851","ENSG00000162576"
"8852","ENSG00000162585"
"8853","ENSG00000162591"
"8854","ENSG00000162592"
"8855","ENSG00000162595"
"8856","ENSG00000162598"
"8857","ENSG00000162599"
"8858","ENSG00000162600"
"8859","ENSG00000162604"
"8860","ENSG00000162607"
"8861","ENSG00000162613"
"8862","ENSG00000162614"
"8863","ENSG00000162616"
"8864","ENSG00000162618"
"8865","ENSG00000162620"
"8866","ENSG00000162621"
"8867","ENSG00000162623"
"8868","ENSG00000162627"
"8869","ENSG00000162630"
"8870","ENSG00000162636"
"8871","ENSG00000162639"
"8872","ENSG00000162641"
"8873","ENSG00000162642"
"8874","ENSG00000162643"
"8875","ENSG00000162645"
"8876","ENSG00000162650"
"8877","ENSG00000162654"
"8878","ENSG00000162664"
"8879","ENSG00000162669"
"8880","ENSG00000162676"
"8881","ENSG00000162687"
"8882","ENSG00000162688"
"8883","ENSG00000162692"
"8884","ENSG00000162694"
"8885","ENSG00000162695"
"8886","ENSG00000162702"
"8887","ENSG00000162704"
"8888","ENSG00000162706"
"8889","ENSG00000162711"
"8890","ENSG00000162722"
"8891","ENSG00000162723"
"8892","ENSG00000162729"
"8893","ENSG00000162734"
"8894","ENSG00000162735"
"8895","ENSG00000162736"
"8896","ENSG00000162738"
"8897","ENSG00000162739"
"8898","ENSG00000162745"
"8899","ENSG00000162746"
"8900","ENSG00000162755"
"8901","ENSG00000162757"
"8902","ENSG00000162761"
"8903","ENSG00000162763"
"8904","ENSG00000162769"
"8905","ENSG00000162771"
"8906","ENSG00000162772"
"8907","ENSG00000162775"
"8908","ENSG00000162777"
"8909","ENSG00000162779"
"8910","ENSG00000162782"
"8911","ENSG00000162783"
"8912","ENSG00000162804"
"8913","ENSG00000162813"
"8914","ENSG00000162814"
"8915","ENSG00000162819"
"8916","ENSG00000162836"
"8917","ENSG00000162843"
"8918","ENSG00000162849"
"8919","ENSG00000162851"
"8920","ENSG00000162852"
"8921","ENSG00000162869"
"8922","ENSG00000162873"
"8923","ENSG00000162877"
"8924","ENSG00000162878"
"8925","ENSG00000162881"
"8926","ENSG00000162882"
"8927","ENSG00000162885"
"8928","ENSG00000162888"
"8929","ENSG00000162889"
"8930","ENSG00000162891"
"8931","ENSG00000162892"
"8932","ENSG00000162894"
"8933","ENSG00000162896"
"8934","ENSG00000162909"
"8935","ENSG00000162910"
"8936","ENSG00000162913"
"8937","ENSG00000162923"
"8938","ENSG00000162924"
"8939","ENSG00000162927"
"8940","ENSG00000162928"
"8941","ENSG00000162929"
"8942","ENSG00000162931"
"8943","ENSG00000162944"
"8944","ENSG00000162946"
"8945","ENSG00000162949"
"8946","ENSG00000162959"
"8947","ENSG00000162961"
"8948","ENSG00000162971"
"8949","ENSG00000162975"
"8950","ENSG00000162980"
"8951","ENSG00000162981"
"8952","ENSG00000162989"
"8953","ENSG00000162992"
"8954","ENSG00000162994"
"8955","ENSG00000162998"
"8956","ENSG00000162999"
"8957","ENSG00000163001"
"8958","ENSG00000163002"
"8959","ENSG00000163006"
"8960","ENSG00000163012"
"8961","ENSG00000163017"
"8962","ENSG00000163026"
"8963","ENSG00000163041"
"8964","ENSG00000163050"
"8965","ENSG00000163053"
"8966","ENSG00000163060"
"8967","ENSG00000163064"
"8968","ENSG00000163067"
"8969","ENSG00000163069"
"8970","ENSG00000163071"
"8971","ENSG00000163072"
"8972","ENSG00000163075"
"8973","ENSG00000163081"
"8974","ENSG00000163083"
"8975","ENSG00000163092"
"8976","ENSG00000163093"
"8977","ENSG00000163104"
"8978","ENSG00000163106"
"8979","ENSG00000163110"
"8980","ENSG00000163113"
"8981","ENSG00000163125"
"8982","ENSG00000163126"
"8983","ENSG00000163131"
"8984","ENSG00000163132"
"8985","ENSG00000163138"
"8986","ENSG00000163141"
"8987","ENSG00000163145"
"8988","ENSG00000163155"
"8989","ENSG00000163156"
"8990","ENSG00000163157"
"8991","ENSG00000163161"
"8992","ENSG00000163162"
"8993","ENSG00000163166"
"8994","ENSG00000163170"
"8995","ENSG00000163171"
"8996","ENSG00000163191"
"8997","ENSG00000163206"
"8998","ENSG00000163207"
"8999","ENSG00000163209"
"9000","ENSG00000163214"
"9001","ENSG00000163217"
"9002","ENSG00000163218"
"9003","ENSG00000163219"
"9004","ENSG00000163220"
"9005","ENSG00000163221"
"9006","ENSG00000163235"
"9007","ENSG00000163239"
"9008","ENSG00000163249"
"9009","ENSG00000163251"
"9010","ENSG00000163257"
"9011","ENSG00000163263"
"9012","ENSG00000163273"
"9013","ENSG00000163281"
"9014","ENSG00000163285"
"9015","ENSG00000163286"
"9016","ENSG00000163288"
"9017","ENSG00000163293"
"9018","ENSG00000163312"
"9019","ENSG00000163319"
"9020","ENSG00000163320"
"9021","ENSG00000163322"
"9022","ENSG00000163328"
"9023","ENSG00000163331"
"9024","ENSG00000163344"
"9025","ENSG00000163346"
"9026","ENSG00000163347"
"9027","ENSG00000163348"
"9028","ENSG00000163349"
"9029","ENSG00000163352"
"9030","ENSG00000163359"
"9031","ENSG00000163362"
"9032","ENSG00000163374"
"9033","ENSG00000163376"
"9034","ENSG00000163378"
"9035","ENSG00000163380"
"9036","ENSG00000163382"
"9037","ENSG00000163389"
"9038","ENSG00000163393"
"9039","ENSG00000163394"
"9040","ENSG00000163395"
"9041","ENSG00000163399"
"9042","ENSG00000163421"
"9043","ENSG00000163430"
"9044","ENSG00000163431"
"9045","ENSG00000163435"
"9046","ENSG00000163440"
"9047","ENSG00000163453"
"9048","ENSG00000163462"
"9049","ENSG00000163466"
"9050","ENSG00000163467"
"9051","ENSG00000163468"
"9052","ENSG00000163472"
"9053","ENSG00000163479"
"9054","ENSG00000163481"
"9055","ENSG00000163482"
"9056","ENSG00000163486"
"9057","ENSG00000163491"
"9058","ENSG00000163492"
"9059","ENSG00000163499"
"9060","ENSG00000163501"
"9061","ENSG00000163507"
"9062","ENSG00000163508"
"9063","ENSG00000163510"
"9064","ENSG00000163512"
"9065","ENSG00000163515"
"9066","ENSG00000163516"
"9067","ENSG00000163518"
"9068","ENSG00000163519"
"9069","ENSG00000163520"
"9070","ENSG00000163521"
"9071","ENSG00000163527"
"9072","ENSG00000163528"
"9073","ENSG00000163530"
"9074","ENSG00000163531"
"9075","ENSG00000163534"
"9076","ENSG00000163535"
"9077","ENSG00000163536"
"9078","ENSG00000163541"
"9079","ENSG00000163545"
"9080","ENSG00000163554"
"9081","ENSG00000163558"
"9082","ENSG00000163563"
"9083","ENSG00000163564"
"9084","ENSG00000163565"
"9085","ENSG00000163568"
"9086","ENSG00000163576"
"9087","ENSG00000163577"
"9088","ENSG00000163581"
"9089","ENSG00000163586"
"9090","ENSG00000163590"
"9091","ENSG00000163596"
"9092","ENSG00000163600"
"9093","ENSG00000163602"
"9094","ENSG00000163605"
"9095","ENSG00000163607"
"9096","ENSG00000163611"
"9097","ENSG00000163617"
"9098","ENSG00000163618"
"9099","ENSG00000163623"
"9100","ENSG00000163624"
"9101","ENSG00000163625"
"9102","ENSG00000163626"
"9103","ENSG00000163629"
"9104","ENSG00000163630"
"9105","ENSG00000163631"
"9106","ENSG00000163632"
"9107","ENSG00000163634"
"9108","ENSG00000163635"
"9109","ENSG00000163636"
"9110","ENSG00000163637"
"9111","ENSG00000163638"
"9112","ENSG00000163644"
"9113","ENSG00000163645"
"9114","ENSG00000163655"
"9115","ENSG00000163659"
"9116","ENSG00000163660"
"9117","ENSG00000163661"
"9118","ENSG00000163666"
"9119","ENSG00000163673"
"9120","ENSG00000163681"
"9121","ENSG00000163682"
"9122","ENSG00000163683"
"9123","ENSG00000163684"
"9124","ENSG00000163686"
"9125","ENSG00000163687"
"9126","ENSG00000163694"
"9127","ENSG00000163697"
"9128","ENSG00000163701"
"9129","ENSG00000163702"
"9130","ENSG00000163703"
"9131","ENSG00000163704"
"9132","ENSG00000163710"
"9133","ENSG00000163714"
"9134","ENSG00000163728"
"9135","ENSG00000163736"
"9136","ENSG00000163737"
"9137","ENSG00000163738"
"9138","ENSG00000163743"
"9139","ENSG00000163746"
"9140","ENSG00000163749"
"9141","ENSG00000163751"
"9142","ENSG00000163754"
"9143","ENSG00000163755"
"9144","ENSG00000163781"
"9145","ENSG00000163785"
"9146","ENSG00000163788"
"9147","ENSG00000163792"
"9148","ENSG00000163793"
"9149","ENSG00000163794"
"9150","ENSG00000163795"
"9151","ENSG00000163798"
"9152","ENSG00000163803"
"9153","ENSG00000163807"
"9154","ENSG00000163808"
"9155","ENSG00000163810"
"9156","ENSG00000163811"
"9157","ENSG00000163812"
"9158","ENSG00000163814"
"9159","ENSG00000163815"
"9160","ENSG00000163817"
"9161","ENSG00000163818"
"9162","ENSG00000163820"
"9163","ENSG00000163825"
"9164","ENSG00000163827"
"9165","ENSG00000163832"
"9166","ENSG00000163833"
"9167","ENSG00000163840"
"9168","ENSG00000163848"
"9169","ENSG00000163867"
"9170","ENSG00000163870"
"9171","ENSG00000163872"
"9172","ENSG00000163873"
"9173","ENSG00000163874"
"9174","ENSG00000163875"
"9175","ENSG00000163877"
"9176","ENSG00000163879"
"9177","ENSG00000163882"
"9178","ENSG00000163884"
"9179","ENSG00000163885"
"9180","ENSG00000163898"
"9181","ENSG00000163902"
"9182","ENSG00000163904"
"9183","ENSG00000163909"
"9184","ENSG00000163913"
"9185","ENSG00000163915"
"9186","ENSG00000163918"
"9187","ENSG00000163923"
"9188","ENSG00000163930"
"9189","ENSG00000163931"
"9190","ENSG00000163932"
"9191","ENSG00000163935"
"9192","ENSG00000163938"
"9193","ENSG00000163939"
"9194","ENSG00000163945"
"9195","ENSG00000163946"
"9196","ENSG00000163947"
"9197","ENSG00000163950"
"9198","ENSG00000163956"
"9199","ENSG00000163959"
"9200","ENSG00000163960"
"9201","ENSG00000163964"
"9202","ENSG00000163975"
"9203","ENSG00000163982"
"9204","ENSG00000163993"
"9205","ENSG00000163995"
"9206","ENSG00000164002"
"9207","ENSG00000164008"
"9208","ENSG00000164010"
"9209","ENSG00000164022"
"9210","ENSG00000164023"
"9211","ENSG00000164024"
"9212","ENSG00000164031"
"9213","ENSG00000164032"
"9214","ENSG00000164035"
"9215","ENSG00000164037"
"9216","ENSG00000164038"
"9217","ENSG00000164039"
"9218","ENSG00000164040"
"9219","ENSG00000164045"
"9220","ENSG00000164047"
"9221","ENSG00000164048"
"9222","ENSG00000164049"
"9223","ENSG00000164050"
"9224","ENSG00000164051"
"9225","ENSG00000164053"
"9226","ENSG00000164054"
"9227","ENSG00000164056"
"9228","ENSG00000164061"
"9229","ENSG00000164062"
"9230","ENSG00000164066"
"9231","ENSG00000164070"
"9232","ENSG00000164073"
"9233","ENSG00000164074"
"9234","ENSG00000164076"
"9235","ENSG00000164078"
"9236","ENSG00000164080"
"9237","ENSG00000164081"
"9238","ENSG00000164087"
"9239","ENSG00000164088"
"9240","ENSG00000164089"
"9241","ENSG00000164096"
"9242","ENSG00000164099"
"9243","ENSG00000164100"
"9244","ENSG00000164104"
"9245","ENSG00000164106"
"9246","ENSG00000164107"
"9247","ENSG00000164109"
"9248","ENSG00000164111"
"9249","ENSG00000164113"
"9250","ENSG00000164114"
"9251","ENSG00000164116"
"9252","ENSG00000164117"
"9253","ENSG00000164118"
"9254","ENSG00000164120"
"9255","ENSG00000164122"
"9256","ENSG00000164124"
"9257","ENSG00000164125"
"9258","ENSG00000164128"
"9259","ENSG00000164129"
"9260","ENSG00000164134"
"9261","ENSG00000164136"
"9262","ENSG00000164142"
"9263","ENSG00000164144"
"9264","ENSG00000164151"
"9265","ENSG00000164161"
"9266","ENSG00000164162"
"9267","ENSG00000164163"
"9268","ENSG00000164164"
"9269","ENSG00000164167"
"9270","ENSG00000164168"
"9271","ENSG00000164169"
"9272","ENSG00000164171"
"9273","ENSG00000164172"
"9274","ENSG00000164176"
"9275","ENSG00000164180"
"9276","ENSG00000164181"
"9277","ENSG00000164182"
"9278","ENSG00000164185"
"9279","ENSG00000164187"
"9280","ENSG00000164188"
"9281","ENSG00000164190"
"9282","ENSG00000164197"
"9283","ENSG00000164211"
"9284","ENSG00000164219"
"9285","ENSG00000164221"
"9286","ENSG00000164236"
"9287","ENSG00000164237"
"9288","ENSG00000164241"
"9289","ENSG00000164244"
"9290","ENSG00000164251"
"9291","ENSG00000164252"
"9292","ENSG00000164253"
"9293","ENSG00000164258"
"9294","ENSG00000164266"
"9295","ENSG00000164270"
"9296","ENSG00000164283"
"9297","ENSG00000164284"
"9298","ENSG00000164287"
"9299","ENSG00000164291"
"9300","ENSG00000164292"
"9301","ENSG00000164294"
"9302","ENSG00000164296"
"9303","ENSG00000164299"
"9304","ENSG00000164300"
"9305","ENSG00000164303"
"9306","ENSG00000164304"
"9307","ENSG00000164305"
"9308","ENSG00000164306"
"9309","ENSG00000164307"
"9310","ENSG00000164308"
"9311","ENSG00000164309"
"9312","ENSG00000164323"
"9313","ENSG00000164325"
"9314","ENSG00000164326"
"9315","ENSG00000164327"
"9316","ENSG00000164332"
"9317","ENSG00000164334"
"9318","ENSG00000164342"
"9319","ENSG00000164344"
"9320","ENSG00000164346"
"9321","ENSG00000164347"
"9322","ENSG00000164363"
"9323","ENSG00000164366"
"9324","ENSG00000164385"
"9325","ENSG00000164393"
"9326","ENSG00000164398"
"9327","ENSG00000164402"
