"Sl","Gene"
"2367","ENSG00000103056"
"2368","ENSG00000103061"
"2369","ENSG00000103064"
"2370","ENSG00000103066"
"2371","ENSG00000103067"
"2372","ENSG00000103091"
"2373","ENSG00000103111"
"2374","ENSG00000103121"
"2375","ENSG00000103126"
"2376","ENSG00000103148"
"2377","ENSG00000103150"
"2378","ENSG00000103152"
"2379","ENSG00000103154"
"2380","ENSG00000103175"
"2381","ENSG00000103184"
"2382","ENSG00000103187"
"2383","ENSG00000103194"
"2384","ENSG00000103196"
"2385","ENSG00000103197"
"2386","ENSG00000103199"
"2387","ENSG00000103202"
"2388","ENSG00000103222"
"2389","ENSG00000103227"
"2390","ENSG00000103241"
"2391","ENSG00000103245"
"2392","ENSG00000103248"
"2393","ENSG00000103249"
"2394","ENSG00000103254"
"2395","ENSG00000103260"
"2396","ENSG00000103264"
"2397","ENSG00000103266"
"2398","ENSG00000103269"
"2399","ENSG00000103274"
"2400","ENSG00000103275"
"2401","ENSG00000103310"
"2402","ENSG00000103316"
"2403","ENSG00000103319"
"2404","ENSG00000103326"
"2405","ENSG00000103335"
"2406","ENSG00000103342"
"2407","ENSG00000103343"
"2408","ENSG00000103351"
"2409","ENSG00000103353"
"2410","ENSG00000103356"
"2411","ENSG00000103365"
"2412","ENSG00000103375"
"2413","ENSG00000103381"
"2414","ENSG00000103404"
"2415","ENSG00000103415"
"2416","ENSG00000103423"
"2417","ENSG00000103426"
"2418","ENSG00000103429"
"2419","ENSG00000103449"
"2420","ENSG00000103460"
"2421","ENSG00000103479"
"2422","ENSG00000103485"
"2423","ENSG00000103489"
"2424","ENSG00000103490"
"2425","ENSG00000103494"
"2426","ENSG00000103496"
"2427","ENSG00000103502"
"2428","ENSG00000103507"
"2429","ENSG00000103512"
"2430","ENSG00000103522"
"2431","ENSG00000103528"
"2432","ENSG00000103534"
"2433","ENSG00000103540"
"2434","ENSG00000103544"
"2435","ENSG00000103546"
"2436","ENSG00000103549"
"2437","ENSG00000103550"
"2438","ENSG00000103591"
"2439","ENSG00000103599"
"2440","ENSG00000103642"
"2441","ENSG00000103647"
"2442","ENSG00000103653"
"2443","ENSG00000103657"
"2444","ENSG00000103671"
"2445","ENSG00000103707"
"2446","ENSG00000103710"
"2447","ENSG00000103723"
"2448","ENSG00000103742"
"2449","ENSG00000103769"
"2450","ENSG00000103811"
"2451","ENSG00000103852"
"2452","ENSG00000103855"
"2453","ENSG00000103876"
"2454","ENSG00000103888"
"2455","ENSG00000103932"
"2456","ENSG00000103942"
"2457","ENSG00000103978"
"2458","ENSG00000103994"
"2459","ENSG00000103995"
"2460","ENSG00000104043"
"2461","ENSG00000104044"
"2462","ENSG00000104047"
"2463","ENSG00000104055"
"2464","ENSG00000104059"
"2465","ENSG00000104064"
"2466","ENSG00000104067"
"2467","ENSG00000104081"
"2468","ENSG00000104093"
"2469","ENSG00000104112"
"2470","ENSG00000104129"
"2471","ENSG00000104131"
"2472","ENSG00000104133"
"2473","ENSG00000104140"
"2474","ENSG00000104142"
"2475","ENSG00000104147"
"2476","ENSG00000104154"
"2477","ENSG00000104164"
"2478","ENSG00000104177"
"2479","ENSG00000104205"
"2480","ENSG00000104219"
"2481","ENSG00000104221"
"2482","ENSG00000104228"
"2483","ENSG00000104231"
"2484","ENSG00000104237"
"2485","ENSG00000104267"
"2486","ENSG00000104290"
"2487","ENSG00000104312"
"2488","ENSG00000104320"
"2489","ENSG00000104321"
"2490","ENSG00000104324"
"2491","ENSG00000104325"
"2492","ENSG00000104327"
"2493","ENSG00000104331"
"2494","ENSG00000104332"
"2495","ENSG00000104341"
"2496","ENSG00000104343"
"2497","ENSG00000104365"
"2498","ENSG00000104368"
"2499","ENSG00000104369"
"2500","ENSG00000104371"
"2501","ENSG00000104375"
"2502","ENSG00000104381"
"2503","ENSG00000104388"
"2504","ENSG00000104408"
"2505","ENSG00000104412"
"2506","ENSG00000104413"
"2507","ENSG00000104415"
"2508","ENSG00000104419"
"2509","ENSG00000104427"
"2510","ENSG00000104432"
"2511","ENSG00000104435"
"2512","ENSG00000104442"
"2513","ENSG00000104450"
"2514","ENSG00000104490"
"2515","ENSG00000104497"
"2516","ENSG00000104517"
"2517","ENSG00000104518"
"2518","ENSG00000104522"
"2519","ENSG00000104529"
"2520","ENSG00000104537"
"2521","ENSG00000104611"
"2522","ENSG00000104613"
"2523","ENSG00000104626"
"2524","ENSG00000104635"
"2525","ENSG00000104660"
"2526","ENSG00000104671"
"2527","ENSG00000104679"
"2528","ENSG00000104687"
"2529","ENSG00000104695"
"2530","ENSG00000104714"
"2531","ENSG00000104722"
"2532","ENSG00000104723"
"2533","ENSG00000104728"
"2534","ENSG00000104731"
"2535","ENSG00000104738"
"2536","ENSG00000104755"
"2537","ENSG00000104756"
"2538","ENSG00000104760"
"2539","ENSG00000104763"
"2540","ENSG00000104765"
"2541","ENSG00000104774"
"2542","ENSG00000104805"
"2543","ENSG00000104808"
"2544","ENSG00000104812"
"2545","ENSG00000104814"
"2546","ENSG00000104818"
"2547","ENSG00000104823"
"2548","ENSG00000104824"
"2549","ENSG00000104825"
"2550","ENSG00000104826"
"2551","ENSG00000104827"
"2552","ENSG00000104833"
"2553","ENSG00000104852"
"2554","ENSG00000104856"
"2555","ENSG00000104863"
"2556","ENSG00000104866"
"2557","ENSG00000104870"
"2558","ENSG00000104872"
"2559","ENSG00000104879"
"2560","ENSG00000104880"
"2561","ENSG00000104881"
"2562","ENSG00000104884"
"2563","ENSG00000104886"
"2564","ENSG00000104888"
"2565","ENSG00000104889"
"2566","ENSG00000104892"
"2567","ENSG00000104894"
"2568","ENSG00000104897"
"2569","ENSG00000104899"
"2570","ENSG00000104901"
"2571","ENSG00000104904"
"2572","ENSG00000104907"
"2573","ENSG00000104915"
"2574","ENSG00000104921"
"2575","ENSG00000104936"
"2576","ENSG00000104938"
"2577","ENSG00000104941"
"2578","ENSG00000104951"
"2579","ENSG00000104957"
"2580","ENSG00000104960"
"2581","ENSG00000104967"
"2582","ENSG00000104969"
"2583","ENSG00000104970"
"2584","ENSG00000104980"
"2585","ENSG00000104983"
"2586","ENSG00000105048"
"2587","ENSG00000105053"
"2588","ENSG00000105058"
"2589","ENSG00000105063"
"2590","ENSG00000105072"
"2591","ENSG00000105085"
"2592","ENSG00000105122"
"2593","ENSG00000105127"
"2594","ENSG00000105131"
"2595","ENSG00000105136"
"2596","ENSG00000105137"
"2597","ENSG00000105141"
"2598","ENSG00000105143"
"2599","ENSG00000105146"
"2600","ENSG00000105171"
"2601","ENSG00000105173"
"2602","ENSG00000105185"
"2603","ENSG00000105186"
"2604","ENSG00000105198"
"2605","ENSG00000105202"
"2606","ENSG00000105204"
"2607","ENSG00000105205"
"2608","ENSG00000105219"
"2609","ENSG00000105220"
"2610","ENSG00000105221"
"2611","ENSG00000105223"
"2612","ENSG00000105227"
"2613","ENSG00000105229"
"2614","ENSG00000105246"
"2615","ENSG00000105248"
"2616","ENSG00000105251"
"2617","ENSG00000105254"
"2618","ENSG00000105255"
"2619","ENSG00000105258"
"2620","ENSG00000105270"
"2621","ENSG00000105278"
"2622","ENSG00000105281"
"2623","ENSG00000105287"
"2624","ENSG00000105289"
"2625","ENSG00000105290"
"2626","ENSG00000105298"
"2627","ENSG00000105321"
"2628","ENSG00000105323"
"2629","ENSG00000105325"
"2630","ENSG00000105327"
"2631","ENSG00000105329"
"2632","ENSG00000105339"
"2633","ENSG00000105341"
"2634","ENSG00000105352"
"2635","ENSG00000105355"
"2636","ENSG00000105364"
"2637","ENSG00000105366"
"2638","ENSG00000105369"
"2639","ENSG00000105373"
"2640","ENSG00000105376"
"2641","ENSG00000105379"
"2642","ENSG00000105383"
"2643","ENSG00000105388"
"2644","ENSG00000105392"
"2645","ENSG00000105397"
"2646","ENSG00000105398"
"2647","ENSG00000105401"
"2648","ENSG00000105402"
"2649","ENSG00000105404"
"2650","ENSG00000105409"
"2651","ENSG00000105419"
"2652","ENSG00000105427"
"2653","ENSG00000105428"
"2654","ENSG00000105429"
"2655","ENSG00000105438"
"2656","ENSG00000105443"
"2657","ENSG00000105447"
"2658","ENSG00000105464"
"2659","ENSG00000105467"
"2660","ENSG00000105472"
"2661","ENSG00000105479"
"2662","ENSG00000105483"
"2663","ENSG00000105486"
"2664","ENSG00000105492"
"2665","ENSG00000105497"
"2666","ENSG00000105499"
"2667","ENSG00000105501"
"2668","ENSG00000105507"
"2669","ENSG00000105514"
"2670","ENSG00000105516"
"2671","ENSG00000105518"
"2672","ENSG00000105519"
"2673","ENSG00000105520"
"2674","ENSG00000105523"
"2675","ENSG00000105549"
"2676","ENSG00000105556"
"2677","ENSG00000105559"
"2678","ENSG00000105568"
"2679","ENSG00000105576"
"2680","ENSG00000105605"
"2681","ENSG00000105607"
"2682","ENSG00000105609"
"2683","ENSG00000105610"
"2684","ENSG00000105613"
"2685","ENSG00000105617"
"2686","ENSG00000105618"
"2687","ENSG00000105619"
"2688","ENSG00000105640"
"2689","ENSG00000105641"
"2690","ENSG00000105643"
"2691","ENSG00000105649"
"2692","ENSG00000105655"
"2693","ENSG00000105656"
"2694","ENSG00000105662"
"2695","ENSG00000105663"
"2696","ENSG00000105668"
"2697","ENSG00000105669"
"2698","ENSG00000105671"
"2699","ENSG00000105675"
"2700","ENSG00000105676"
"2701","ENSG00000105695"
"2702","ENSG00000105696"
"2703","ENSG00000105699"
"2704","ENSG00000105700"
"2705","ENSG00000105701"
"2706","ENSG00000105705"
"2707","ENSG00000105707"
"2708","ENSG00000105708"
"2709","ENSG00000105717"
"2710","ENSG00000105723"
"2711","ENSG00000105726"
"2712","ENSG00000105732"
"2713","ENSG00000105738"
"2714","ENSG00000105750"
"2715","ENSG00000105755"
"2716","ENSG00000105767"
"2717","ENSG00000105771"
"2718","ENSG00000105778"
"2719","ENSG00000105793"
"2720","ENSG00000105808"
"2721","ENSG00000105810"
"2722","ENSG00000105819"
"2723","ENSG00000105821"
"2724","ENSG00000105825"
"2725","ENSG00000105829"
"2726","ENSG00000105835"
"2727","ENSG00000105849"
"2728","ENSG00000105852"
"2729","ENSG00000105854"
"2730","ENSG00000105855"
"2731","ENSG00000105856"
"2732","ENSG00000105865"
"2733","ENSG00000105866"
"2734","ENSG00000105875"
"2735","ENSG00000105877"
"2736","ENSG00000105879"
"2737","ENSG00000105880"
"2738","ENSG00000105887"
"2739","ENSG00000105894"
"2740","ENSG00000105926"
"2741","ENSG00000105928"
"2742","ENSG00000105929"
"2743","ENSG00000105939"
"2744","ENSG00000105948"
"2745","ENSG00000105953"
"2746","ENSG00000105954"
"2747","ENSG00000105963"
"2748","ENSG00000105967"
"2749","ENSG00000105968"
"2750","ENSG00000105971"
"2751","ENSG00000105974"
"2752","ENSG00000105976"
"2753","ENSG00000105982"
"2754","ENSG00000105983"
"2755","ENSG00000105989"
"2756","ENSG00000105991"
"2757","ENSG00000105993"
"2758","ENSG00000105996"
"2759","ENSG00000105997"
"2760","ENSG00000106004"
"2761","ENSG00000106006"
"2762","ENSG00000106009"
"2763","ENSG00000106012"
"2764","ENSG00000106013"
"2765","ENSG00000106025"
"2766","ENSG00000106028"
"2767","ENSG00000106034"
"2768","ENSG00000106049"
"2769","ENSG00000106052"
"2770","ENSG00000106066"
"2771","ENSG00000106069"
"2772","ENSG00000106070"
"2773","ENSG00000106077"
"2774","ENSG00000106078"
"2775","ENSG00000106080"
"2776","ENSG00000106089"
"2777","ENSG00000106105"
"2778","ENSG00000106113"
"2779","ENSG00000106123"
"2780","ENSG00000106125"
"2781","ENSG00000106128"
"2782","ENSG00000106144"
"2783","ENSG00000106153"
"2784","ENSG00000106211"
"2785","ENSG00000106236"
"2786","ENSG00000106244"
"2787","ENSG00000106245"
"2788","ENSG00000106246"
"2789","ENSG00000106261"
"2790","ENSG00000106263"
"2791","ENSG00000106268"
"2792","ENSG00000106278"
"2793","ENSG00000106290"
"2794","ENSG00000106299"
"2795","ENSG00000106302"
"2796","ENSG00000106304"
"2797","ENSG00000106305"
"2798","ENSG00000106327"
"2799","ENSG00000106330"
"2800","ENSG00000106331"
"2801","ENSG00000106333"
"2802","ENSG00000106336"
"2803","ENSG00000106341"
"2804","ENSG00000106344"
"2805","ENSG00000106346"
"2806","ENSG00000106348"
"2807","ENSG00000106351"
"2808","ENSG00000106355"
"2809","ENSG00000106366"
"2810","ENSG00000106384"
"2811","ENSG00000106392"
"2812","ENSG00000106397"
"2813","ENSG00000106399"
"2814","ENSG00000106400"
"2815","ENSG00000106404"
"2816","ENSG00000106410"
"2817","ENSG00000106415"
"2818","ENSG00000106436"
"2819","ENSG00000106443"
"2820","ENSG00000106459"
"2821","ENSG00000106462"
"2822","ENSG00000106477"
"2823","ENSG00000106479"
"2824","ENSG00000106483"
"2825","ENSG00000106484"
"2826","ENSG00000106511"
"2827","ENSG00000106526"
"2828","ENSG00000106536"
"2829","ENSG00000106537"
"2830","ENSG00000106541"
"2831","ENSG00000106546"
"2832","ENSG00000106554"
"2833","ENSG00000106560"
"2834","ENSG00000106565"
"2835","ENSG00000106571"
"2836","ENSG00000106588"
"2837","ENSG00000106591"
"2838","ENSG00000106603"
"2839","ENSG00000106605"
"2840","ENSG00000106608"
"2841","ENSG00000106609"
"2842","ENSG00000106615"
"2843","ENSG00000106617"
"2844","ENSG00000106624"
"2845","ENSG00000106628"
"2846","ENSG00000106631"
"2847","ENSG00000106633"
"2848","ENSG00000106636"
"2849","ENSG00000106638"
"2850","ENSG00000106648"
"2851","ENSG00000106665"
"2852","ENSG00000106682"
"2853","ENSG00000106683"
"2854","ENSG00000106686"
"2855","ENSG00000106688"
"2856","ENSG00000106692"
"2857","ENSG00000106701"
"2858","ENSG00000106714"
"2859","ENSG00000106723"
"2860","ENSG00000106733"
"2861","ENSG00000106771"
"2862","ENSG00000106772"
"2863","ENSG00000106780"
"2864","ENSG00000106785"
"2865","ENSG00000106789"
"2866","ENSG00000106799"
"2867","ENSG00000106803"
"2868","ENSG00000106804"
"2869","ENSG00000106809"
"2870","ENSG00000106819"
"2871","ENSG00000106823"
"2872","ENSG00000106852"
"2873","ENSG00000106853"
"2874","ENSG00000106868"
"2875","ENSG00000106927"
"2876","ENSG00000106976"
"2877","ENSG00000106991"
"2878","ENSG00000106992"
"2879","ENSG00000106993"
"2880","ENSG00000107020"
"2881","ENSG00000107021"
"2882","ENSG00000107099"
"2883","ENSG00000107104"
"2884","ENSG00000107105"
"2885","ENSG00000107130"
"2886","ENSG00000107140"
"2887","ENSG00000107159"
"2888","ENSG00000107164"
"2889","ENSG00000107165"
"2890","ENSG00000107185"
"2891","ENSG00000107186"
"2892","ENSG00000107201"
"2893","ENSG00000107223"
"2894","ENSG00000107242"
"2895","ENSG00000107262"
"2896","ENSG00000107263"
"2897","ENSG00000107281"
"2898","ENSG00000107282"
"2899","ENSG00000107290"
"2900","ENSG00000107295"
"2901","ENSG00000107317"
"2902","ENSG00000107331"
"2903","ENSG00000107338"
"2904","ENSG00000107341"
"2905","ENSG00000107362"
"2906","ENSG00000107371"
"2907","ENSG00000107372"
"2908","ENSG00000107404"
"2909","ENSG00000107438"
"2910","ENSG00000107443"
"2911","ENSG00000107447"
"2912","ENSG00000107485"
"2913","ENSG00000107518"
"2914","ENSG00000107537"
"2915","ENSG00000107551"
"2916","ENSG00000107554"
"2917","ENSG00000107560"
"2918","ENSG00000107562"
"2919","ENSG00000107566"
"2920","ENSG00000107581"
"2921","ENSG00000107593"
"2922","ENSG00000107614"
"2923","ENSG00000107623"
"2924","ENSG00000107625"
"2925","ENSG00000107643"
"2926","ENSG00000107651"
"2927","ENSG00000107669"
"2928","ENSG00000107672"
"2929","ENSG00000107679"
"2930","ENSG00000107719"
"2931","ENSG00000107731"
"2932","ENSG00000107736"
"2933","ENSG00000107738"
"2934","ENSG00000107742"
"2935","ENSG00000107745"
"2936","ENSG00000107758"
"2937","ENSG00000107771"
"2938","ENSG00000107779"
"2939","ENSG00000107789"
"2940","ENSG00000107796"
"2941","ENSG00000107798"
"2942","ENSG00000107815"
"2943","ENSG00000107816"
"2944","ENSG00000107819"
"2945","ENSG00000107821"
"2946","ENSG00000107829"
"2947","ENSG00000107833"
"2948","ENSG00000107854"
"2949","ENSG00000107859"
"2950","ENSG00000107862"
"2951","ENSG00000107863"
"2952","ENSG00000107874"
"2953","ENSG00000107882"
"2954","ENSG00000107890"
"2955","ENSG00000107897"
"2956","ENSG00000107902"
"2957","ENSG00000107929"
"2958","ENSG00000107937"
"2959","ENSG00000107938"
"2960","ENSG00000107951"
"2961","ENSG00000107954"
"2962","ENSG00000107957"
"2963","ENSG00000107959"
"2964","ENSG00000107960"
"2965","ENSG00000107968"
"2966","ENSG00000107984"
"2967","ENSG00000108010"
"2968","ENSG00000108018"
"2969","ENSG00000108021"
"2970","ENSG00000108039"
"2971","ENSG00000108055"
"2972","ENSG00000108061"
"2973","ENSG00000108064"
"2974","ENSG00000108091"
"2975","ENSG00000108094"
"2976","ENSG00000108100"
"2977","ENSG00000108106"
"2978","ENSG00000108107"
"2979","ENSG00000108175"
"2980","ENSG00000108176"
"2981","ENSG00000108187"
"2982","ENSG00000108219"
"2983","ENSG00000108231"
"2984","ENSG00000108239"
"2985","ENSG00000108244"
"2986","ENSG00000108256"
"2987","ENSG00000108262"
"2988","ENSG00000108270"
"2989","ENSG00000108272"
"2990","ENSG00000108278"
"2991","ENSG00000108292"
"2992","ENSG00000108296"
"2993","ENSG00000108298"
"2994","ENSG00000108306"
"2995","ENSG00000108309"
"2996","ENSG00000108312"
"2997","ENSG00000108342"
"2998","ENSG00000108344"
"2999","ENSG00000108349"
"3000","ENSG00000108352"
"3001","ENSG00000108375"
"3002","ENSG00000108381"
"3003","ENSG00000108387"
"3004","ENSG00000108389"
"3005","ENSG00000108395"
"3006","ENSG00000108405"
"3007","ENSG00000108406"
"3008","ENSG00000108417"
"3009","ENSG00000108423"
"3010","ENSG00000108424"
"3011","ENSG00000108433"
"3012","ENSG00000108439"
"3013","ENSG00000108443"
"3014","ENSG00000108448"
"3015","ENSG00000108465"
"3016","ENSG00000108468"
"3017","ENSG00000108469"
"3018","ENSG00000108474"
"3019","ENSG00000108479"
"3020","ENSG00000108506"
"3021","ENSG00000108511"
"3022","ENSG00000108515"
"3023","ENSG00000108518"
"3024","ENSG00000108523"
"3025","ENSG00000108528"
"3026","ENSG00000108551"
"3027","ENSG00000108557"
"3028","ENSG00000108559"
"3029","ENSG00000108561"
"3030","ENSG00000108578"
"3031","ENSG00000108582"
"3032","ENSG00000108587"
"3033","ENSG00000108588"
"3034","ENSG00000108590"
"3035","ENSG00000108591"
"3036","ENSG00000108592"
"3037","ENSG00000108599"
"3038","ENSG00000108602"
"3039","ENSG00000108622"
"3040","ENSG00000108639"
"3041","ENSG00000108641"
"3042","ENSG00000108651"
"3043","ENSG00000108654"
"3044","ENSG00000108666"
"3045","ENSG00000108671"
"3046","ENSG00000108679"
"3047","ENSG00000108684"
"3048","ENSG00000108691"
"3049","ENSG00000108702"
"3050","ENSG00000108753"
"3051","ENSG00000108759"
"3052","ENSG00000108771"
"3053","ENSG00000108773"
"3054","ENSG00000108774"
"3055","ENSG00000108784"
"3056","ENSG00000108786"
"3057","ENSG00000108788"
"3058","ENSG00000108797"
"3059","ENSG00000108798"
"3060","ENSG00000108799"
"3061","ENSG00000108821"
"3062","ENSG00000108823"
"3063","ENSG00000108825"
"3064","ENSG00000108826"
"3065","ENSG00000108828"
"3066","ENSG00000108829"
"3067","ENSG00000108839"
"3068","ENSG00000108840"
"3069","ENSG00000108846"
"3070","ENSG00000108848"
"3071","ENSG00000108849"
"3072","ENSG00000108852"
"3073","ENSG00000108861"
"3074","ENSG00000108883"
"3075","ENSG00000108946"
"3076","ENSG00000108947"
"3077","ENSG00000108950"
"3078","ENSG00000108953"
"3079","ENSG00000108984"
"3080","ENSG00000109016"
"3081","ENSG00000109046"
"3082","ENSG00000109061"
"3083","ENSG00000109062"
"3084","ENSG00000109063"
"3085","ENSG00000109065"
"3086","ENSG00000109066"
"3087","ENSG00000109072"
"3088","ENSG00000109079"
"3089","ENSG00000109083"
"3090","ENSG00000109084"
"3091","ENSG00000109089"
"3092","ENSG00000109101"
"3093","ENSG00000109103"
"3094","ENSG00000109107"
"3095","ENSG00000109111"
"3096","ENSG00000109113"
"3097","ENSG00000109118"
"3098","ENSG00000109171"
"3099","ENSG00000109180"
"3100","ENSG00000109181"
"3101","ENSG00000109182"
"3102","ENSG00000109184"
"3103","ENSG00000109189"
"3104","ENSG00000109193"
"3105","ENSG00000109205"
"3106","ENSG00000109208"
"3107","ENSG00000109220"
"3108","ENSG00000109255"
"3109","ENSG00000109265"
"3110","ENSG00000109270"
"3111","ENSG00000109272"
"3112","ENSG00000109320"
"3113","ENSG00000109321"
"3114","ENSG00000109323"
"3115","ENSG00000109332"
"3116","ENSG00000109339"
"3117","ENSG00000109381"
"3118","ENSG00000109390"
"3119","ENSG00000109424"
"3120","ENSG00000109436"
"3121","ENSG00000109445"
"3122","ENSG00000109452"
"3123","ENSG00000109466"
"3124","ENSG00000109471"
"3125","ENSG00000109472"
"3126","ENSG00000109475"
"3127","ENSG00000109501"
"3128","ENSG00000109511"
"3129","ENSG00000109519"
"3130","ENSG00000109572"
"3131","ENSG00000109576"
"3132","ENSG00000109606"
"3133","ENSG00000109610"
"3134","ENSG00000109625"
"3135","ENSG00000109654"
"3136","ENSG00000109670"
"3137","ENSG00000109680"
"3138","ENSG00000109684"
"3139","ENSG00000109685"
"3140","ENSG00000109686"
"3141","ENSG00000109689"
"3142","ENSG00000109705"
"3143","ENSG00000109736"
"3144","ENSG00000109738"
"3145","ENSG00000109743"
"3146","ENSG00000109758"
"3147","ENSG00000109762"
"3148","ENSG00000109771"
"3149","ENSG00000109775"
"3150","ENSG00000109787"
"3151","ENSG00000109790"
"3152","ENSG00000109794"
"3153","ENSG00000109805"
"3154","ENSG00000109814"
"3155","ENSG00000109832"
"3156","ENSG00000109846"
"3157","ENSG00000109851"
"3158","ENSG00000109854"
"3159","ENSG00000109861"
"3160","ENSG00000109881"
"3161","ENSG00000109906"
"3162","ENSG00000109911"
"3163","ENSG00000109917"
"3164","ENSG00000109919"
"3165","ENSG00000109920"
"3166","ENSG00000109927"
"3167","ENSG00000109943"
"3168","ENSG00000109944"
"3169","ENSG00000109956"
"3170","ENSG00000109971"
"3171","ENSG00000110002"
"3172","ENSG00000110011"
"3173","ENSG00000110013"
"3174","ENSG00000110025"
"3175","ENSG00000110031"
"3176","ENSG00000110046"
"3177","ENSG00000110048"
"3178","ENSG00000110057"
"3179","ENSG00000110060"
"3180","ENSG00000110063"
"3181","ENSG00000110066"
"3182","ENSG00000110074"
"3183","ENSG00000110075"
"3184","ENSG00000110077"
"3185","ENSG00000110079"
"3186","ENSG00000110080"
"3187","ENSG00000110090"
"3188","ENSG00000110092"
"3189","ENSG00000110104"
"3190","ENSG00000110107"
"3191","ENSG00000110108"
"3192","ENSG00000110148"
"3193","ENSG00000110169"
"3194","ENSG00000110171"
"3195","ENSG00000110172"
"3196","ENSG00000110200"
"3197","ENSG00000110218"
"3198","ENSG00000110237"
"3199","ENSG00000110243"
"3200","ENSG00000110244"
"3201","ENSG00000110274"
"3202","ENSG00000110315"
"3203","ENSG00000110318"
"3204","ENSG00000110321"
"3205","ENSG00000110328"
"3206","ENSG00000110330"
"3207","ENSG00000110344"
"3208","ENSG00000110367"
"3209","ENSG00000110395"
"3210","ENSG00000110400"
"3211","ENSG00000110422"
"3212","ENSG00000110427"
"3213","ENSG00000110435"
"3214","ENSG00000110436"
"3215","ENSG00000110442"
"3216","ENSG00000110446"
"3217","ENSG00000110448"
"3218","ENSG00000110455"
"3219","ENSG00000110484"
"3220","ENSG00000110492"
"3221","ENSG00000110497"
"3222","ENSG00000110514"
"3223","ENSG00000110536"
"3224","ENSG00000110583"
"3225","ENSG00000110619"
"3226","ENSG00000110651"
"3227","ENSG00000110660"
"3228","ENSG00000110665"
"3229","ENSG00000110675"
"3230","ENSG00000110680"
"3231","ENSG00000110693"
"3232","ENSG00000110696"
"3233","ENSG00000110700"
"3234","ENSG00000110711"
"3235","ENSG00000110717"
"3236","ENSG00000110719"
"3237","ENSG00000110721"
"3238","ENSG00000110723"
"3239","ENSG00000110756"
"3240","ENSG00000110768"
"3241","ENSG00000110777"
"3242","ENSG00000110786"
"3243","ENSG00000110799"
"3244","ENSG00000110801"
"3245","ENSG00000110811"
"3246","ENSG00000110841"
"3247","ENSG00000110844"
"3248","ENSG00000110848"
"3249","ENSG00000110851"
"3250","ENSG00000110852"
"3251","ENSG00000110871"
"3252","ENSG00000110876"
"3253","ENSG00000110880"
"3254","ENSG00000110887"
"3255","ENSG00000110888"
"3256","ENSG00000110906"
"3257","ENSG00000110911"
"3258","ENSG00000110917"
"3259","ENSG00000110921"
"3260","ENSG00000110925"
"3261","ENSG00000110931"
"3262","ENSG00000110934"
"3263","ENSG00000110944"
"3264","ENSG00000110955"
"3265","ENSG00000110958"
"3266","ENSG00000110987"
"3267","ENSG00000111011"
"3268","ENSG00000111049"
"3269","ENSG00000111057"
"3270","ENSG00000111058"
"3271","ENSG00000111077"
"3272","ENSG00000111087"
"3273","ENSG00000111110"
"3274","ENSG00000111142"
"3275","ENSG00000111144"
"3276","ENSG00000111145"
"3277","ENSG00000111181"
"3278","ENSG00000111199"
"3279","ENSG00000111203"
"3280","ENSG00000111206"
"3281","ENSG00000111215"
"3282","ENSG00000111218"
"3283","ENSG00000111224"
"3284","ENSG00000111229"
"3285","ENSG00000111231"
"3286","ENSG00000111237"
"3287","ENSG00000111245"
"3288","ENSG00000111247"
"3289","ENSG00000111249"
"3290","ENSG00000111252"
"3291","ENSG00000111254"
"3292","ENSG00000111261"
"3293","ENSG00000111262"
"3294","ENSG00000111266"
"3295","ENSG00000111269"
"3296","ENSG00000111275"
"3297","ENSG00000111276"
"3298","ENSG00000111300"
"3299","ENSG00000111305"
"3300","ENSG00000111319"
"3301","ENSG00000111321"
"3302","ENSG00000111325"
"3303","ENSG00000111328"
"3304","ENSG00000111331"
"3305","ENSG00000111335"
"3306","ENSG00000111339"
"3307","ENSG00000111341"
"3308","ENSG00000111344"
"3309","ENSG00000111348"
"3310","ENSG00000111358"
"3311","ENSG00000111361"
"3312","ENSG00000111364"
"3313","ENSG00000111371"
"3314","ENSG00000111404"
"3315","ENSG00000111405"
"3316","ENSG00000111412"
"3317","ENSG00000111432"
"3318","ENSG00000111445"
"3319","ENSG00000111450"
"3320","ENSG00000111452"
"3321","ENSG00000111481"
"3322","ENSG00000111490"
"3323","ENSG00000111537"
"3324","ENSG00000111540"
"3325","ENSG00000111554"
"3326","ENSG00000111581"
"3327","ENSG00000111605"
"3328","ENSG00000111615"
"3329","ENSG00000111639"
"3330","ENSG00000111640"
"3331","ENSG00000111641"
"3332","ENSG00000111642"
"3333","ENSG00000111644"
"3334","ENSG00000111647"
"3335","ENSG00000111652"
"3336","ENSG00000111664"
"3337","ENSG00000111665"
"3338","ENSG00000111667"
"3339","ENSG00000111669"
"3340","ENSG00000111670"
"3341","ENSG00000111671"
"3342","ENSG00000111674"
"3343","ENSG00000111676"
"3344","ENSG00000111679"
"3345","ENSG00000111696"
"3346","ENSG00000111700"
"3347","ENSG00000111704"
"3348","ENSG00000111707"
"3349","ENSG00000111713"
"3350","ENSG00000111716"
"3351","ENSG00000111725"
"3352","ENSG00000111726"
"3353","ENSG00000111727"
"3354","ENSG00000111728"
"3355","ENSG00000111729"
"3356","ENSG00000111731"
"3357","ENSG00000111737"
"3358","ENSG00000111752"
"3359","ENSG00000111783"
"3360","ENSG00000111785"
"3361","ENSG00000111786"
"3362","ENSG00000111790"
"3363","ENSG00000111796"
"3364","ENSG00000111799"
"3365","ENSG00000111801"
